train_dataset,test_dataset,clf,metric,embedding,native,coverage_matched,strict,topology_matched,delta_topology_minus_native,delta_strict_minus_coverage,rank_native,rank_coverage_matched,rank_strict,rank_topology_matched,rank_change_native_to_topology,native_wins_topology_loses,coverage_improves_strict_collapses,protocol_sensitivity_score,source_file
mHSC-L,mDC,lr,balanced_accuracy,cl_v6_fair,0.5741656,0.49461540000000004,0.4997442,0.527932,-0.0462336000000001,0.005128799999999989,1,8,8,3,2,True,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mDC,lr,balanced_accuracy,scconcept,0.4996212,0.4957144,0.5153696,0.500536,0.0009147999999999934,0.019655199999999984,7,7,5,5,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mDC,lr,balanced_accuracy,v4_plain_best,0.4967334,0.4887206,0.511509,0.4981368,0.001403399999999999,0.022788399999999986,8,10,6,6,-2,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mESC,mlp,balanced_accuracy,minus,0.5,0.5,0.5,0.5,0.0,0.0,3,3,1,1,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,hHep,lr,f1,v4_bias_rec_best,0.5036664,0.5665104,0.424452,0.3998256,-0.10384079999999996,-0.14205839999999997,1,1,2,3,2,True,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,hHep,lr,f1,v4_plain_best,0.4713702,0.5370104,0.4534544,0.42267920000000003,-0.048690999999999984,-0.08355600000000002,3,2,1,1,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,mlp,f1,scGPT_human,0.4677718,0.4800554,0.1402156,0.1221274,-0.3456444,-0.3398398,5,2,4,3,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,mlp,f1,v4_bias_rec_best,0.3665044,0.307767,0.141156,0.096117,-0.2703874,-0.166611,7,6,3,5,-2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,mlp,f1,v4_plain_best,0.3445686,0.3498168,0.107135,0.0924448,-0.2521238,-0.2426818,8,5,6,6,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,mlp,f1,v4_type_pe_best,0.4243574,0.2679196,0.143835,0.0991062,-0.32525119999999996,-0.12408459999999999,6,9,2,4,-2,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,mlp,f1,minus,0.6796636,0.671429,0.026042,0.026042,-0.6536216,-0.645387,4,4,3,2,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,mlp,f1,v4_type_pe_best,0.678463,0.746781,0.026042,0.0229334,-0.6555296,-0.720739,8,3,7,6,-2,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,lr,f1,baseline,0.3799194,0.16557660000000002,0.3216138,0.242586,-0.13733340000000002,0.1560372,7,9,2,5,-2,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,lr,f1,cl_v6_fair,0.4173276,0.5832384,0.314873,0.436856,0.0195284,-0.26836540000000003,4,3,4,2,-2,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,lr,f1,v4_plain_best,0.3801984,0.5255644,0.3172424,0.198791,-0.1814074,-0.20832200000000006,6,4,3,8,2,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,f1,baseline,0.4236726,0.2210978,0.2605618,0.18889720000000002,-0.2347754,0.039464,4,9,4,6,2,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,f1,cl_v6_fair,0.4710944,0.5866106,0.26840759999999997,0.284285,-0.18680940000000001,-0.318203,1,2,1,3,2,True,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,lr,f1,v4_type_pe_best,0.5658618,0.4626862,0.5158514,0.4329642,-0.13289759999999995,0.05316519999999997,5,8,3,7,2,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,mlp,f1,baseline,0.5944534,0.6538028,0.4946948,0.5030256,-0.09142780000000006,-0.15910800000000003,6,1,5,4,-2,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,mlp,f1,scGPT_human,0.5709567999999999,0.08609,0.3134582,0.4551584,-0.11579839999999991,0.22736820000000002,8,9,9,6,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,f1,cl_scratch_v5,0.5356092,0.5115972,0.4531364,0.4620792,-0.07352999999999998,-0.05846079999999998,2,5,2,4,2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,f1,v4_bias_rec_best,0.491032,0.4683944,0.4217324,0.432219,-0.058813000000000004,-0.04666199999999998,5,7,6,7,2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,f1,v4_plain_best,0.4467978,0.4037074,0.43454919999999997,0.455596,0.008798199999999978,0.030841799999999975,7,9,4,5,-2,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,f1,baseline,0.3695148,0.309324,0.34976280000000004,0.33157980000000004,-0.03793499999999994,0.04043880000000005,5,6,4,7,2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,f1,minus,0.3805152,0.3227906,0.3410606,0.34352140000000003,-0.036993799999999966,0.01827000000000001,3,5,5,5,2,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,f1,scGPT_human,0.3094036,0.305376,0.2376104,0.2479666,-0.06143699999999999,-0.06776559999999998,7,7,10,9,2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,lr,f1,scconcept,0.3383806,0.46227060000000003,0.3201764,0.3214128,-0.016967799999999977,-0.1420942,6,2,8,8,2,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,mlp,f1,minus,0.285551,0.2610176,0.2693192,0.279466,-0.006085000000000007,0.008301599999999965,3,6,1,1,-2,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,mlp,f1,scconcept_encoded,0.2737862,0.4223922,0.2690032,0.2412766,-0.03250959999999997,-0.153389,5,1,2,3,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,mlp,f1,v4_plain_best,0.2464568,0.2252704,0.2070924,0.1965684,-0.0498884,-0.018178,7,7,8,9,2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,mlp,f1,v4_type_pe_best,0.3255972,0.4190586,0.2322832,0.23260139999999999,-0.09299579999999999,-0.1867754,2,2,4,4,2,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,f1,scconcept,0.4059488,0.5983974,0.4013666,0.3950538,-0.010894999999999988,-0.19703079999999995,3,1,1,1,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,f1,scconcept_encoded,0.4328172,0.5468316000000001,0.2683148,0.2676466,-0.1651706,-0.27851680000000006,2,3,3,4,2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,f1,v4_plain_best,0.3836106,0.156145,0.2505604,0.2505604,-0.1330502,0.09441540000000001,4,10,5,6,2,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,f1,v4_type_pe_best,0.3412624,0.4556928,0.178425,0.1793554,-0.16190700000000002,-0.2772678,8,5,10,10,2,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,mlp,f1,cl_scratch_v5,0.2510338,0.5189592,0.2020208,0.210715,-0.04031879999999996,-0.31693839999999995,9,3,7,7,-2,False,True,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,lr,f1,baseline,0.1352912,0.0,0.0,0.0,-0.1352912,0.0,2,3,3,4,2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,lr,f1,cl_v6_fair,0.1352912,0.7125254,0.0,0.0,-0.1352912,-0.7125254,3,1,4,5,2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,lr,f1,minus,0.1352912,,0.0,0.0,-0.1352912,,4,,5,6,2,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,f1,cl_scratch_v5,0.0,,0.958501,0.958501,0.958501,,3,,1,1,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,f1,minus,0.0,0.747475,0.0,0.0,0.0,-0.747475,5,1,8,7,2,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,f1,v4_bias_rec_best,0.0,0.0,0.7668008000000001,0.0,0.0,0.7668008000000001,8,7,3,10,2,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,f1,cl_scratch_v5,0.4873442,0.12525340000000001,0.6950094,0.6829656,0.19562139999999995,0.5697559999999999,3,10,3,5,2,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,lr,f1,cl_v6_fair,0.4824684,0.08866639999999999,0.2219756,0.2456226,-0.23684580000000002,0.13330920000000002,3,8,5,5,2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,lr,f1,v4_bias_rec_best,0.49562999999999996,0.4888646,0.1760694,0.2477734,-0.24785659999999995,-0.3127952,2,3,7,4,2,False,True,4,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,mlp,f1,baseline,0.365769,0.2555908,0.2331322,0.11767739999999999,-0.24809160000000002,-0.022458599999999995,9,5,2,7,-2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,mlp,f1,minus,0.4640218,0.3428198,0.1465054,0.3053676,-0.15865419999999997,-0.1963144,3,3,8,1,-2,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,mlp,f1,scGPT_human,0.3337136,0.0426048,0.1477888,0.1042714,-0.22944219999999999,0.105184,10,10,7,8,-2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,f1,cl_scratch_v5,0.3688904,0.3741318,0.1429662,0.1124484,-0.256442,-0.23116560000000003,5,7,5,7,2,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,f1,v4_plain_best,0.288085,0.41253460000000003,0.1031416,0.137073,-0.15101199999999998,-0.30939300000000003,8,6,6,6,-2,False,True,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,f1,cl_v6_fair,0.3166078,0.2654554,0.283761,0.3420644,0.025456599999999996,0.018305599999999977,7,6,8,5,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,f1,minus,0.4095672,0.29890680000000003,0.2751384,0.3467766,-0.06279060000000003,-0.023768400000000023,2,3,9,4,2,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,f1,scGPT_human,0.34045559999999997,0.1653026,0.3064696,0.3509634,0.010507800000000012,0.14116700000000001,5,10,7,3,-2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,f1,scconcept,0.3532054,0.2425656,0.3665904,0.3686118,0.015406399999999987,0.12402479999999999,4,8,1,2,-2,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,mlp,f1,scconcept,0.2592306,0.2991612,0.3603256,0.3576016,0.09837100000000004,0.06116440000000001,2,2,3,4,2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,lr,f1,minus,0.412848,0.2373556,0.5046122,0.5000439999999999,0.08719599999999994,0.26725659999999996,4,9,6,6,2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,f1,minus,0.2353306,0.1001856,0.489379,0.5001772,0.2648466,0.3891934,5,9,8,7,2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mESC,mlp,f1,scGPT_human,0.0,,0.31481466666666663,0.31481466666666663,0.31481466666666663,,5,,5,3,-2,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,f1,minus,0.26442319999999997,0.0371786,0.3156124,0.40550559999999997,0.1410824,0.2784338,9,10,9,7,-2,False,False,2,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,f1,scconcept,0.3769104,0.500341,0.382919,0.4059804,0.02907000000000004,-0.11742200000000003,4,3,6,6,2,False,False,3,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,mlp,f1,baseline,0.1449924,0.582539,0.32471099999999997,0.3550998,0.21010740000000003,-0.25782800000000006,5,1,5,3,-2,False,False,4,results/transfer_v2/embedding_transfer_summary_v2.csv
