train_dataset,test_dataset,direction,protocol,embedding,clf,seed,n_common_genes,retained_fraction,n_train_edges,n_test_edges,oov_train_count,oov_test_count,oov_train_rate,oov_test_rate,oov_policy,auroc,auprc,f1,balanced_accuracy,precision_at_k,recall_at_k,calibration_brier
hESC,hHep,hESC->hHep,strict,v4_plain_best,lr,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.55485,0.561589,0.450751,0.548998,0.615,0.339779,0.401306
hESC,hHep,hESC->hHep,strict,v4_plain_best,lr,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.559921,0.580938,0.468085,0.554657,0.595,0.328729,0.408209
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,0,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.54287,0.557115,0.43088,0.564668,0.615,0.339779,0.398629
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,1,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.516109,0.518954,0.332696,0.520435,0.555,0.30663,0.412326
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,2,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.542847,0.546747,0.386492,0.550621,0.595,0.328729,0.397508
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.520011,0.530478,0.380074,0.538492,0.57,0.314917,0.418179
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.5136,0.529699,0.350943,0.527375,0.56,0.309392,0.429164
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,0,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.588342,0.5951,0.4,0.554832,0.61,0.337017,0.399174
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,1,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.558767,0.579093,0.4,0.554832,0.57,0.314917,0.408391
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,2,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.559869,0.58292,0.356436,0.552881,0.595,0.328729,0.40942
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.586503,0.597246,0.406654,0.558942,0.605,0.334254,0.400961
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.577754,0.602656,0.396262,0.556112,0.59,0.325967,0.40361
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,0,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.550755,0.561245,0.332,0.540517,0.595,0.328729,0.423481
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,1,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.562415,0.561398,0.33925,0.53927,0.575,0.31768,0.404575
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,2,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.547784,0.563638,0.337349,0.545941,0.605,0.334254,0.412758
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.557464,0.578237,0.362595,0.540919,0.615,0.339779,0.385223
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.556831,0.5643,0.344554,0.544694,0.595,0.328729,0.413778
hESC,hHep,hESC->hHep,strict,scconcept,lr,0,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.483988,0.482851,0.23382,0.495138,0.44,0.243094,0.464904
hESC,hHep,hESC->hHep,strict,scconcept,lr,1,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.494881,0.487133,0.180258,0.474453,0.445,0.245856,0.469192
hESC,hHep,hESC->hHep,strict,scconcept,lr,2,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.494293,0.49239,0.195652,0.490726,0.475,0.262431,0.466862
hESC,hHep,hESC->hHep,strict,scconcept,lr,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.503198,0.490645,0.21097,0.485503,0.48,0.265193,0.46441
hESC,hHep,hESC->hHep,strict,scconcept,lr,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.496728,0.489814,0.190889,0.486649,0.48,0.265193,0.462063
hESC,hHep,hESC->hHep,strict,scconcept,mlp,0,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.521865,0.501085,0.113744,0.484632,0.495,0.273481,0.469754
hESC,hHep,hESC->hHep,strict,scconcept,mlp,1,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.504114,0.496375,0.146572,0.502386,0.495,0.273481,0.468172
hESC,hHep,hESC->hHep,strict,scconcept,mlp,2,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.50134,0.490069,0.14218,0.501005,0.45,0.248619,0.465802
hESC,hHep,hESC->hHep,strict,scconcept,mlp,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.504382,0.498469,0.140515,0.494267,0.49,0.270718,0.471431
hESC,hHep,hESC->hHep,strict,scconcept,mlp,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.53386,0.512885,0.145882,0.499691,0.53,0.292818,0.46257
hESC,hHep,hESC->hHep,strict,scconcept_encoded,lr,0,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.465172,0.470835,0.31216,0.479971,0.45,0.248619,0.473552
hESC,hHep,hESC->hHep,strict,scconcept_encoded,lr,1,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.456058,0.486471,0.294776,0.481084,0.44,0.243094,0.475493
hESC,hHep,hESC->hHep,strict,scconcept_encoded,lr,2,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.457949,0.477146,0.279612,0.490283,0.46,0.254144,0.472923
hESC,hHep,hESC->hHep,strict,scconcept_encoded,lr,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.474606,0.487181,0.305085,0.49328,0.46,0.254144,0.468279
hESC,hHep,hESC->hHep,strict,scconcept_encoded,lr,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.451136,0.470842,0.239216,0.467003,0.455,0.251381,0.483868
hESC,hHep,hESC->hHep,strict,scconcept_encoded,mlp,0,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.48363,0.476535,0.34657,0.503217,0.49,0.270718,0.429366
hESC,hHep,hESC->hHep,strict,scconcept_encoded,mlp,1,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.477435,0.465341,0.272031,0.47812,0.46,0.254144,0.476383
hESC,hHep,hESC->hHep,strict,scconcept_encoded,mlp,2,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.487249,0.47571,0.294896,0.487789,0.485,0.267956,0.466423
hESC,hHep,hESC->hHep,strict,scconcept_encoded,mlp,3,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.487711,0.476716,0.280702,0.492979,0.49,0.270718,0.441523
hESC,hHep,hESC->hHep,strict,scconcept_encoded,mlp,4,8314,0.7220147633521494,3207,733,513,513,0.0617031513110416,0.0617031513110416,mean_embedding,0.478619,0.462308,0.311111,0.489337,0.48,0.265193,0.465534
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,0,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.518514,0.505788,0.422925,0.535659,0.515,0.346801,0.411518
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,1,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.546222,0.520902,0.457692,0.553028,0.545,0.367003,0.395028
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,2,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.583526,0.556251,0.501754,0.556605,0.585,0.393939,0.395378
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,3,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.570583,0.533222,0.501779,0.561736,0.575,0.387205,0.393129
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,4,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.55123,0.515784,0.447013,0.545145,0.53,0.356902,0.404843
hESC,hHep,hESC->hHep,coverage_matched,minus,mlp,0,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.57747,0.533494,0.516484,0.584399,0.575,0.387205,0.353309
hESC,hHep,hESC->hHep,coverage_matched,minus,mlp,1,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.58417,0.564559,0.524345,0.598296,0.62,0.417508,0.345267
hESC,hHep,hESC->hHep,coverage_matched,minus,mlp,2,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.590251,0.555849,0.533808,0.589636,0.605,0.407407,0.35585
hESC,hHep,hESC->hHep,coverage_matched,minus,mlp,3,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.607615,0.552035,0.533821,0.598482,0.615,0.414141,0.352988
hESC,hHep,hESC->hHep,coverage_matched,minus,mlp,4,8314,0.7220147633521494,2146,650,938,503,0.1128217464517681,0.0605003608371421,mean_embedding,0.581042,0.545528,0.534296,0.594767,0.61,0.410774,0.359027
hESC,hHep,hESC->hHep,coverage_matched,baseline,lr,0,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.521096,0.554421,0.465028,0.533352,0.565,0.362179,0.431203
hESC,hHep,hESC->hHep,coverage_matched,baseline,lr,1,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.561355,0.602702,0.509804,0.544498,0.595,0.38141,0.404626
hESC,hHep,hESC->hHep,coverage_matched,baseline,lr,2,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.527305,0.573302,0.419355,0.527294,0.595,0.38141,0.434506
hESC,hHep,hESC->hHep,coverage_matched,baseline,lr,3,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.593105,0.598859,0.478764,0.555861,0.6,0.384615,0.3954
hESC,hHep,hESC->hHep,coverage_matched,baseline,lr,4,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.519063,0.550638,0.425612,0.496421,0.515,0.330128,0.452187
hESC,hHep,hESC->hHep,coverage_matched,baseline,mlp,0,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.559898,0.596791,0.501818,0.546938,0.605,0.387821,0.375655
hESC,hHep,hESC->hHep,coverage_matched,baseline,mlp,1,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.585729,0.638319,0.529197,0.573835,0.645,0.413462,0.342465
hESC,hHep,hESC->hHep,coverage_matched,baseline,mlp,2,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.576476,0.606956,0.514493,0.556832,0.595,0.38141,0.380041
hESC,hHep,hESC->hHep,coverage_matched,baseline,mlp,3,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.558128,0.604283,0.474903,0.552516,0.605,0.387821,0.382384
hESC,hHep,hESC->hHep,coverage_matched,baseline,mlp,4,8314,0.7220147633521494,1706,599,926,488,0.1113783978830887,0.058696175126293,mean_embedding,0.56609,0.600363,0.509946,0.551746,0.58,0.371795,0.389336
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,lr,0,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.510687,0.501912,0.43002,0.536046,0.54,0.363636,0.418163
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,lr,1,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.503303,0.495534,0.440945,0.531907,0.53,0.356902,0.424992
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,lr,2,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.522205,0.526604,0.457031,0.541906,0.55,0.37037,0.414375
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,lr,3,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.497059,0.476971,0.401623,0.513186,0.5,0.3367,0.440094
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,lr,4,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.497965,0.500274,0.42623,0.537426,0.535,0.360269,0.421005
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,mlp,0,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.538923,0.535557,0.430704,0.557692,0.595,0.400673,0.361222
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,mlp,1,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.53009,0.519623,0.382222,0.538768,0.565,0.380471,0.389311
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,mlp,2,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.531741,0.513126,0.439746,0.56116,0.58,0.390572,0.385665
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,mlp,3,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.532583,0.527014,0.365297,0.538161,0.58,0.390572,0.381398
hESC,hHep,hESC->hHep,coverage_matched,scGPT_human,mlp,4,8314,0.7220147633521494,1908,613,914,502,0.1099350493144094,0.0603800817897522,mean_embedding,0.566679,0.592568,0.508806,0.585944,0.605,0.407407,0.343969
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,lr,0,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.607267,0.603132,0.580247,0.588404,0.64,0.380952,0.379988
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,lr,1,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.580738,0.587323,0.564024,0.566964,0.595,0.354167,0.406831
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,lr,2,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.610813,0.605872,0.590909,0.591104,0.615,0.366071,0.38139
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,lr,3,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.587251,0.593553,0.550769,0.558036,0.615,0.366071,0.410356
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,lr,4,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.578139,0.584406,0.546603,0.566082,0.615,0.366071,0.407381
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,mlp,0,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.611492,0.632405,0.581538,0.588349,0.68,0.404762,0.367851
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,mlp,1,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.604061,0.643541,0.554859,0.570492,0.725,0.431548,0.363946
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,mlp,2,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.606174,0.62851,0.560863,0.568673,0.665,0.395833,0.370197
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,mlp,3,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.58433,0.622858,0.564743,0.577987,0.66,0.392857,0.373728
hESC,hHep,hESC->hHep,coverage_matched,v4_bias_rec_best,mlp,4,8314,0.7220147633521494,2130,660,928,513,0.1116189559778686,0.0617031513110416,mean_embedding,0.582644,0.612182,0.56,0.56713,0.655,0.389881,0.39834
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,lr,0,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.611173,0.642107,0.515648,0.586989,0.685,0.329327,0.390433
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,lr,1,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.629106,0.650057,0.538462,0.603706,0.705,0.338942,0.375199
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,lr,2,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.61491,0.670586,0.548905,0.606493,0.72,0.346154,0.372296
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,lr,3,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.644529,0.674087,0.525038,0.604688,0.72,0.346154,0.377495
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,lr,4,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.630722,0.663949,0.556999,0.608077,0.705,0.338942,0.365268
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,mlp,0,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.683841,0.727045,0.596182,0.652545,0.785,0.377404,0.318165
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,mlp,1,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.670595,0.713618,0.544073,0.622224,0.775,0.372596,0.331739
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,mlp,2,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.673864,0.701711,0.589971,0.648939,0.77,0.370192,0.317496
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,mlp,3,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.683557,0.72971,0.544615,0.62867,0.77,0.370192,0.334458
hESC,hHep,hESC->hHep,coverage_matched,v4_plain_best,mlp,4,8314,0.7220147633521494,1916,755,918,501,0.1104161655039692,0.0602598027423622,mean_embedding,0.638487,0.672799,0.522411,0.61168,0.725,0.348558,0.334191
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,lr,0,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.683842,0.712813,0.500901,0.614201,0.715,0.393939,0.34794
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,lr,1,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.682003,0.710396,0.492754,0.610068,0.715,0.393939,0.356449
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,lr,2,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.701833,0.720353,0.510714,0.618252,0.725,0.399449,0.352021
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,lr,3,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.691416,0.716561,0.552677,0.638753,0.745,0.410468,0.336664
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,lr,4,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.676429,0.690982,0.531516,0.615751,0.7,0.385675,0.356398
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,mlp,0,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.689328,0.71922,0.523297,0.629673,0.735,0.404959,0.31873
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,mlp,1,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.711463,0.73498,0.522686,0.634207,0.76,0.418733,0.327091
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,mlp,2,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.687693,0.718772,0.457926,0.615968,0.765,0.421488,0.334043
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,mlp,3,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.69664,0.735739,0.539568,0.643929,0.77,0.424242,0.314621
hESC,hHep,hESC->hHep,coverage_matched,v4_type_pe_best,mlp,4,8314,0.7220147633521494,1961,706,930,540,0.1118595140726485,0.0649506855905701,mean_embedding,0.726767,0.732712,0.482109,0.618,0.785,0.432507,0.308847
hESC,hHep,hESC->hHep,coverage_matched,scconcept,lr,0,8314,0.7220147633521494,1833,659,953,529,0.1146259321626172,0.0636276160692807,mean_embedding,0.528149,0.515316,0.254386,0.486432,0.51,0.307229,0.452395
hESC,hHep,hESC->hHep,coverage_matched,scconcept,lr,1,8314,0.7220147633521494,1833,659,953,529,0.1146259321626172,0.0636276160692807,mean_embedding,0.54752,0.541937,0.248276,0.506402,0.555,0.334337,0.440946
hESC,hHep,hESC->hHep,coverage_matched,scconcept,lr,2,8314,0.7220147633521494,1833,659,953,529,0.1146259321626172,0.0636276160692807,mean_embedding,0.553885,0.560926,0.344227,0.545581,0.57,0.343373,0.412575
hESC,hHep,hESC->hHep,coverage_matched,scconcept,lr,3,8314,0.7220147633521494,1833,659,953,529,0.1146259321626172,0.0636276160692807,mean_embedding,0.546129,0.538396,0.209026,0.497458,0.56,0.337349,0.441764
hESC,hHep,hESC->hHep,coverage_matched,scconcept,lr,4,8314,0.7220147633521494,1833,659,953,529,0.1146259321626172,0.0636276160692807,mean_embedding,0.563612,0.546561,0.25522,0.515553,0.56,0.337349,0.43318
hESC,hHep,hESC->hHep,coverage_matched,scconcept,mlp,0,8314,0.7220147633521494,1833,659,953,529,0.1146259321626172,0.0636276160692807,mean_embedding,0.582983,0.554552,0.211031,0.503574,0.56,0.337349,0.409213
hESC,hHep,hESC->hHep,coverage_matched,scconcept,mlp,1,8314,0.7220147633521494,1833,659,953,529,0.1146259321626172,0.0636276160692807,mean_embedding,0.579879,0.554285,0.296804,0.5352,0.57,0.343373,0.406339
